Name	CoL ID	E_Rj (J/cm^3)	F_m (l/d.cm^2)	kap_X (-)	s_G (-)	h_a (1/d^2)	kap_P (-)	kap_R (-)	kap_V (-)	p_M (J/d.cm^3)	k_E (1/d)	E_G (J/cm^3)	p_T (J/d.cm^2)	s_j (-)	t_sj (d)	E_Hj (J)	E_He (J)	E_Hb (J)	k_J (1/d)	E_Hx (J)	E_Hp (J)	E_Hs (J)	p_Am (J/d.cm^2)	kap (-)	v (cm/d)	t_0 (d)
Pan troglodytes	86b444a39d077c4e99f876aa5e8481df		6.5	0.8	0.05	4.19776e-13	0.1	0.95		43.7082		7919.99	0.0					1871030.0	0.002	24732600.0	64926700.0		1335.26	0.439097	0.0145657	0.0
Papio hamadryas	e54f36089676e764bb7e9f7481e21548		6.5	0.8	0.05	2.98763e-17	0.1	0.95		7.37007		7897.35	0.0					1365240.0	0.002	2905000.0	7257500.0		199.787	0.803031	0.114885	121.563
Paracentrotus lividus	d258688755c65d9fc78cb8b568dac26a		6.5	0.01185	0.0001	9.68056e-08	0.9	0.95		18.6045		2352.68	0.0			0.00215007		1.36382e-05	0.002		2162.95		16.2266	0.456784	0.000573279	
Parus atricapillus	aed95c6ec867d5d04bbab05d19687d73		6.5	0.5	0.01	7.877e-22	0.1	0.95		1181.52		7338.48	0.0					12.93	0.002		1830.0		1943.08	0.99534	0.11844	
Parus major	9a3033c7cf62b8a01f58d9a946e06126		6.5	0.8	0.01	2.033e-38	0.1	0.95		1006.58		7321.54	0.0					61.05	0.002		7653.0		2131.37	0.9911	0.33432	
Passerculus sandwichensis	a40e57e0efe04426fca93156aee1edf4		6.5	0.8	0.01	5.666e-17	0.1	0.95		900.831		7320.24	0.0					23.79	0.002		9727.0		1840.02	0.99565	0.12481	
Patella vulgata	b6d47c01f8b1aac2e8d612029dec8807		6.5	0.54121	0.0001	2.804e-08	0.0045319	0.95		33.0212		3907.03	0.0			0.001485		0.001484	0.002		158.7		89.165	0.61528	0.015046	
Pecten maximus	cfba025bc7568aa8054058b764da5484		12.0	0.8	0.0001	8.47e-09	0.1	0.95		24.84		2374.0	0.0			0.000857		1.989e-05	0.002		628.6		38.007	0.9627	0.0146	
Pelagia noctiluca	d46fd9939cd7273ba4caa7f6a44c1e44		18.73	0.8	0.0001	1.257e-14	0.1	0.95		164.0		263.0	0.0			0.073		0.0023	0.002		1864.0		248.216	0.37	0.018	
Pelecanus onocrotalus	93042a2bf3d8f48f27fe9b410ac0d62a		6.5	0.8	0.01	1.582e-32	0.1	0.95		138.022		7281.94	0.0					1115.0	0.00073263		2145000.0		2708.16	0.99787	0.86385	
Perameles nasuta	42469df66a2b4861d91637f73b420616		6.5	0.8	0.1	5.21623e-11	0.1	0.95		489.444		7836.86	0.0					0.284006	0.002	708.807	3452.39		2185.47	0.999172	0.0397892	7.21709
Perca fluviatilis	c8f5e148f714f670b563009c6791ec65		6.5	0.8	0.0001	1.41676e-08	0.1	0.95		16.3595		5230.73	0.0			0.424142		0.424142	0.0021119		30989.8		248.547	0.873276	0.0566235	
Percopsis omiscomaycus	9fb8728f4e0fc8a9cf1ddbfc6fd232d5		6.5	0.8	0.0001	4.676e-06	0.1	0.95		16.12		5233.0	0.0					3.86	0.002		2229.0		81.9435	0.7619	0.03765	
Periparus ater	a1536cbd36af848c4cfb9234fad2e1e0		6.5	0.8	0.01	1.126e-22	0.1	0.95		1237.03		7317.94	0.0					162.1	0.002		105800.0		2178.19	0.96171	0.20111	
Perna viridis	6ef2899719ea0ddf2c7310cb868c9927		6.5	0.7	0.0001	3.821e-08	0.1	0.95		6.215		2386.0	0.0			0.002666		3.477e-05	0.002		37.49		9.36381	0.9478	0.01678	
Petrogale xanthopus	d82664b4636348f01da6058c4ab2aa04		6.5	0.371	0.1	3.229e-13	0.3474	0.95		26.43		7950.0	0.0					701.4	0.002	4961000.0	8786000.0		541.052	0.7259	0.06997	26.9
Phaethon lepturus	9c0e9cb143508bda222bd0adec5383db		6.5	0.8	0.05	2.47e-57	0.1	0.95		1244.45		7323.79	0.0					338.0	0.002		44670.0		4824.41	0.99671	0.11395	
Phaethon rubricauda	a2644bbf86d31681747084a3cf98311e		6.5	0.8	0.05	3.02e-42	0.1	0.95		966.924		7292.74	0.0					176.4	0.002		16760.0		4830.7	0.99855	0.10644	
Phalacrocorax auritus	0db1d944fd592b2e7d18ed5aec730aca		6.5	0.8	0.01	2.608e-22	0.1	0.95		425.488		7320.1	0.0					132.2	3.4331e-07		347100.0		4170.21	0.99902	0.45872	
Phascolarctos cinereus	4d7e8acef0e44fe001cc83caff8712ae		6.5	0.8	0.1	2.97979e-18	0.1	0.95		103.098		7807.52	0.0					391.206	0.002	6171810.0	30046300.0		1740.33	0.740781	0.106063	32.1627
Philomachus pugnax	7b48212a290510deccad5344b1d61986		6.5	0.8	0.01	1.736e-22	0.1	0.95		698.622		7318.86	0.0					1517.0	0.002		400700.0		2389.23	0.96432	0.1728	
Phoca vitulina	ec87dba768bbab3b0900ff52a327031d		6.5	0.8	0.1	8.824e-14	0.1	0.95		54.0528		7820.76	0.0					22590000.0	0.002	25950000.0	159200000.0		2471.06	0.35329	0.019187	76.0
Phocoena phocoena	5a744a2d5381acb09097283fddd6095a		6.5	0.8	0.2	5.7211e-11	0.1	0.95		18.5442		7845.93	0.0					8776630.0	0.002	16493700.0	45595900.0		683.485	0.59731	0.023701	0.0
Phoeniconaias minor	8b96caa363071f1641f8a492c77d2cb8		6.5	0.8	0.05	6.895e-36	0.1	0.95		27.2382		7305.57	0.0					29640.0	0.002		812900.0		305.554	0.94305	0.10654	
Phorcus lineatus	5d915d529f45e7c60979e383f2ef5333		6.5	0.84564	0.0001	7.025e-10	-0.014629	0.95		25.2765		3916.61	0.0			1.983e-05		1.148e-05	0.002		0.867		22.8748	0.99897	0.13846	
Phoronis pallida	3d20b39a5cdcd6ae450a423e58efe977		6.5	0.8	0.0001	1.736e-10	0.1	0.475		0.5293		1828.0	0.0					5.272e-16	0.002		5.43e-07		0.24406	1.0	0.001	
Phylloscopus trochilus	9f7d79f2f0a042ef0e8368239dfb1cb3		6.5	0.8	0.01	2.499e-31	0.1	0.95		1003.0		7312.72	0.0					23.57	0.002		207.4		1766.54	0.99588	0.27457	
Physeter macrocephalus	b3ea740b176c587935272fe4f127db73		6.5	0.8	0.1	3.544e-13	0.1	0.95		20.3097		7843.87	0.0					111900000.0	0.002	362900000.0	1475000000.0		2841.34	0.91126	0.068499	0.0
Pica pica	c9dc4e5a0433e0c9f2b65212feba9bef		6.5	0.8	0.05	9.5626e-110	0.1	0.95		706.577		7322.01	0.0					204.815	0.002		123648.0		3160.93	0.993678	0.387172	
Pimephales promelas	63c01b172492dc6862ba657e613edec0		6.5	0.8	0.0001	2.624e-07	0.1	0.95		237.6		5225.0	0.0			0.4708		0.4707	0.002		5083.0		389.454	0.4029	0.0186	
Pinguinus impennis	34f75f5e5d63720a84a9884cad30a444		6.5	0.8	0.01	1.081e-15	0.1	0.95		415.709		7297.95	0.0					228800.0	0.002		37660000.0		4506.51	0.59712	0.038655	
Pipistrellus pipistrellus	cb943ad6e446a67c750a5ad39aa8e911		6.5	0.8	0.1	9.94506e-11	0.1	0.95		21.2781		7834.8	0.0					2103.99	0.002	2775.76	6091.72		44.4179	0.758812	0.0220097	4.90071
Pisaster ochraceus	55af8fcb16861cd1292551807b9040ed		6.5	0.8	0.0001	2.996e-10	0.1	0.95		22.43		2331.0	0.0			15.8		0.001134	0.002		30990.0		13.332	0.8508	0.02601	
Pithecia pithecia	ce9ff31788b98d22457a487c405ef871		6.5	0.8	0.05	7.00719e-22	0.1	0.95		12.3487		7863.05	0.0					178690.0	0.002	347951.0	1280140.0		161.216	0.80037	0.0925132	127.647
Planorbis planorbis	18d8f8532b36c262662e2410d1847bd4		6.5	0.8	0.0001	2.806e-06	0.1	0.475		765.9		3919.0	0.0			1.036		0.005026	0.002		25.13		83.5802	0.9631	0.0173	
Plateosaurus engelhardti	ae30514b08e4a9102ed0953d4e849809		6.5	0.8	0.5	5.408e-11	0.1	0.95		17.12		7846.0	0.0					94230.0	0.002		131300000.0		1125.08	0.8952	0.01804	
Pleurobrachia bachei	ea157b9c6d94ac452e22b094c2d3c211		96.4411	0.8	0.0001	1.06739e-05	0.1	0.475		14.2529		261.413	0.0			0.0220636		1.24199e-05	0.002		1.17181		2.46491	0.979656	0.0979113	
Pleurobrachia pileus	3ddfb02d1f60caec8189823cc007b893		121.1	0.8	0.0001	6.006e-06	0.1	0.475		33.95		264.1	0.0			0.01584		3.103e-05	0.002		0.4235		7.76488	0.9549	0.04558	
Pleuronectes platessa	27a6782add287c044111388cc4996f04		6.5	0.097608	0.0001	3.10493e-09	0.782407	0.95		21.8941		5218.23	0.0			72.6234		2.07089	0.002		1252880.0		166.232	0.579152	0.0434598	
Pleuroxus aduncus	4ab9e9fd2808c0e605b8e794b9199627		6.5	0.8	0.0001	3.118e-05	0.1	0.95		1682.0		4445.0	0.0					0.002505	0.002		0.01805		45.8591	0.7882	0.0218	
Pleuroxus striatus	6e3bb1d0143dc61387f45820d1f76cee		6.5	0.8	0.0001	2.585e-05	0.1	0.95		1491.9		4400.0	0.0					0.00301	0.002		0.03512		53.7936	0.8126	0.02666	
Plodia interpunctella	6b0d3d4ddb2f7b52424f8da510c91e10		6.5	0.8	0.0001	0.06708	0.1	0.95	1.27e-09	17.75		4420.0	0.0	0.9976			2.645	0.05048	0.002				67.6574	0.5066	0.01614	
Pluvialis dominica	af06cca69f2fd2ac7684269131cbb134		6.5	0.8	0.01	5.879e-38	0.1	0.95		210.419		7298.88	0.0					1100.0	0.002		10100.0		1014.04	0.99082	0.85783	
Podargus strigoides	77210dd21b917f4baf425d753ad78f02		6.5	0.8	0.05	2.449e-58	0.1	0.95		2385.74		7313.1	0.0					68.74	0.0019658		8778.0		7572.85	0.99782	0.085668	
Podilymbus podiceps	98e37d8761aaec41cc7152f15ccaf677		6.5	0.8	0.1	2.166e-31	0.1	0.95		897.012		7344.64	0.0					680.4	0.0023327		61660.0		3233.63	0.98641	0.057682	
Poecilia reticulata	1a2112979142994cc7c0ac7710256715		6.5	0.8	0.1	5.883e-08	0.1	0.95		69.11		5217.0	0.0					4.371	0.002		82.4		89.9569	0.546	0.009637	
Pomatoschistus minutus	04913a0b4d8937a43ce71ec46207ba90		6.5	0.8	0.0001	8.868e-06	0.1	0.95		128.7		5181.0	0.0					0.004883	0.002		56.79		167.547	0.9548	0.01346	
Pongo pygmaeus	e2a643310fdb74fc698ec526f5852f93		6.5	0.8	0.05	1.14e-12	0.1	0.95		19.25		7792.0	0.0					1347000.0	0.002	10400000.0	28010000.0		535.691	0.7284	0.02095	1.703
Pontoporia blainvillei	09ab20bd544602a13231f4895df42ae3		6.5	0.8	0.2	1.237e-13	0.1	0.95		41.1052		7833.85	0.0					335300.0	0.002	2092000.0	7698000.0		874.945	0.94009	0.033093	166.343
Porcellio scaber	f7f2e3aa63418de280d2441a2f50a353		6.5	0.8	0.0001	6.742e-09	0.1	0.95		59.85		4286.0	0.0					0.314	0.002		87.61		31.0965	0.8634	0.08356	
Pristiophorus cirratus	791c66b1d7d17796ec389eefcf0e7cdb		6.5	0.8	0.0001	2.675e-08	0.1	0.95		20.53		5213.0	0.0					439600.0	0.002		2604000.0		804.088	0.8446	0.1329	
Pristis pectinata	24e3e2c1f2781f1f13e93e672b190cd1		6.5	0.8	0.0001	4.779e-09	0.1	0.95		18.82		5230.0	0.0					882.1	0.002		555100.0		800.827	0.9875	0.0502	
Procavia capensis	2385d7456a495dac2061e5db25291a9a		6.5	0.8	0.1	8.99518e-11	0.1	0.95		34.1158		7819.41	0.0					1089050.0	0.002	1922790.0	5369530.0		626.861	0.391049	0.01022	62.2078
Propithecus diadema	b47ac2b3bb8803cc4e9873df0daf620e		6.5	0.8	0.05	4.268e-13	0.1	0.95		16.11		7850.0	0.0					34280.0	0.002	302200.0	1136000.0		262.217	0.9572	0.08056	117.0
Psetta maxima	614b30fcca5c61b82a3d7b6cbad26210		6.5	0.8	0.0001	2.678e-09	0.1	0.95		26.72		5220.0	0.0			329.0		0.3322	0.002		3118000.0		101.184	0.6858	0.05973	
Pseudemydura umbrina	02201b34a72c0285ab6719ce051efc2f		6.5	0.8	0.0001	4.352e-12	0.1	0.95		360.4		8323.0	0.0					800.0	0.002		820000.0		1745.66	0.87	0.038	
Pseudophryne bibronii	30e9b7c92c5bc6dc80518b2c9ec2d126		6.5	0.8	0.0001	4.023e-07	0.1	0.95		490.7		7397.0	0.0					9.2	0.002		32103.0		566.956	0.6924	0.03997	
Pseudorca crassidens	4d6423dbe228ecfca77db98f22b38979		6.5	0.8	0.2	3.003e-14	0.1	0.95		23.9861		7841.03	0.0					4609000.0	0.002	23360000.0	92490000.0		1337.85	0.94009	0.027826	0.0
Psittacosaurus mongoliensis	53bc6644c4a20fc8606d32a8104206c0		6.5	0.8	0.5	1.177e-14	0.1	0.95		8.884		7857.0	0.0					193.7	0.002		373700.0		180.348	0.9857	0.01191	
Pterocles alchata	470ed15824f0e16f12532abcfa8feb54		6.5	0.8	0.01	5.246e-14	0.1	0.95		589.555		7321.68	0.0					250.3	0.002		4006.0		1769.74	0.99273	0.025733	
Pterodaustro guinazui	7241febd761e916d77b5d64f223534f0		6.5	0.8	0.5	1.145e-13	0.1	0.95		30.13		7859.0	0.0					1723.0	0.002		431900.0		390.677	0.9756	0.03409	
Ptychoramphus aleuticus	1b8b9f4a86353758c7ff85c17a850ab4		6.5	0.8	0.01	6.668e-19	0.1	0.95		504.664		7345.87	0.0					4329.0	0.002		764800.0		2188.2	0.95755	0.19806	
Pusa hispida	ce85c9680b8cfb790125278785a9fe70		6.5	0.8	0.1	8.382e-14	0.1	0.95		33.8612		7832.46	0.0					3250000.0	0.002	5096000.0	51620000.0		1073.44	0.78274	0.030605	105.0
Pycnogonum litorale	14c3dd8cde8bf89b963bc7436dc0ec59		6.5	0.8	0.0001	3.298e-08	0.1	0.95		244.0		4442.0	0.0			0.002761		8.419e-06	0.002		2.095		9.36825	0.9517	0.0005472	
Pygoscelis adeliae	1b57a7bf98db087e0a1a8d9757cbf688		6.5	0.8	0.01	8.257e-33	0.1	0.95		147.272		7311.26	0.0					7255.0	0.002		3651000.0		2459.23	0.98812	2.6478	
Pygosteus pungitius	43d5e58d4d2708e8963ec274963f607d		6.5	0.8	0.0001	8.666e-09	0.1	0.95		18.74		5200.0	0.0					0.7561	0.002		178.6		31.8777	0.95	0.1305	
Python regius	6d0035229236a4c7583a934a4b310b15		6.5	0.8	0.0001	4.977e-11	0.1	0.95		46.94		7500.0	0.0					22900.0	0.001961		313300.0		572.792	0.908	0.04579	
Raja brachyura	4c64156100172c31e083a69c131aeaf5		6.5	0.8	0.0001	3.948e-07	0.1	0.95		20.9		5229.0	0.0					9795.0	0.002		856600.0		394.969	0.7895	0.06448	
Raja clavata	df126769d6b960693f75babb405ef2ae		6.5	0.8	0.0001	1.999e-08	0.1	0.95		28.22		5225.0	0.0					12730.0	0.002		10700000.0		821.213	0.4213	0.04402	
Ramphastos toco	5cf6207f05c77e03bcbcd85733db072f		6.5	0.8	0.01	4.027e-20	0.1	0.95		277.978		7312.68	0.0					933.1	0.0016938		611700.0		1961.45	0.9873	0.27311	
Rangifer tarandus	26f5c11255f895a632fd2c2df42e0f60		6.5	0.8	0.1	6.536e-19	0.1	0.95		38.1531		7829.43	0.0					4547000.0	0.002	28160000.0	150800000.0		1800.77	0.88879	0.28869	123.363
Rattus norvegicus	58d474ec035208b2194df25dde8f9259		6.5	0.8	0.1	7.6245e-20	0.1	0.95		16.3508		7886.83	0.0					14051.5	0.002	21175.4	44623.7		173.441	0.7969	0.072224	1.8577e-63
Regulus ignicapillus	8480c26fe2dde898a777686976e2e1e4		6.5	0.8	0.01	1.524e-30	0.1	0.95		268.298		7321.81	0.0					638.1	0.002		59400.0		418.763	0.8197	0.024577	
Regulus regulus	39de64eea659b04cfd67c5d4ff5633f4		6.5	0.8	0.01	5.943e-28	0.1	0.95		209.556		7301.86	0.0					377.0	0.002		55510.0		358.162	0.84545	0.039814	
Remiz pendulinus	3970051da664fb71a70190918d8739e8		6.5	0.8	0.01	3.068e-21	0.1	0.95		1089.0		7325.3	0.0					58.73	0.002		15170.0		1864.1	0.98764	0.24095	
Rhea americana	e97ede28aa4346a1972c1fd2e7d24740		6.5	0.8	0.05	2.232e-16	0.1	0.95		40.3114		7328.79	0.0					27240.0	0.002		866200.0		987.32	0.98577	0.20945	
Rhincodon typus	b757ec97469df0ee764547b0911c66e6		6.5	0.8	0.0001	1.44e-09	0.1	0.95		17.11		5230.0	0.0					13500.0	0.002		84050000.0		1702.25	0.9189	0.01546	
Rhinobatos productus	8691a825ec34f8adcda1539f3d0babc0		6.5	0.8	0.0001	1.845e-08	0.1	0.95		15.57		5235.0	0.0					15210.0	0.002		1169000.0		264.93	0.8316	0.06632	
Rhinoceros unicornis	2a40e3919813c0f16e7083e4301d72bb		6.5	0.8	0.1	5.428e-21	0.1	0.95		33.5639		7833.89	0.0					119883000.0	0.002	3034270000.0	5957860000.0		4575.55	0.5862	0.30638	422.709
Rhizoglyphus robini	a08d34f3fc91edcfd634888b64706f28		6.5	0.8	0.0001	2.779e-05	0.1	0.95		922.65		4400.0	0.0			0.007298		0.003577	0.002		0.09267		49.0751	0.486	0.006	
Rhizoprionodon acutus	928edb337ff91cfb7708159a9b090050		6.5	0.8	0.0001	5.63492e-09	0.1	0.95		17.6471		5230.58	0.0					11665.4	0.0019936		135512.0		169.412	0.850224	0.00903634	
Rhynchotus rufescens	f4c7658ba36fc777a545f8cdc47d11f9		6.5	0.8	0.05	2.317e-20	0.1	0.95		80.4465		7307.87	0.0					6014.0	0.002		11050.0		620.328	0.96831	0.10987	
Rhynochetos jubatus	7a9792a8c9f4eb22d6d286d64456516c		6.5	0.8	0.05	5.952e-33	0.1	0.95		502.985		7333.78	0.0					12200.0	0.002		2576000.0		2994.18	0.94241	0.097114	
Rissa brevirostris	0edad350886dbea9b1dca16ecfb65c37		6.5	0.8	0.01	5.906e-42	0.1	0.95		239.96		7317.0	0.0					4880.0	0.002		929200.0		1725.41	0.97588	0.67954	
Rissa tridactyla	bab5d031b01e7f12e85e1bdcf9726828		6.5	0.8	0.01	8.399e-42	0.1	0.95		245.637		7315.62	0.0					3559.0	0.002		834600.0		1844.35	0.9815	0.67366	
Ruditapes philippinarum	020b3f1b4179f488782e4d69d7dc071f		6.5	0.8	0.0001	9.49e-10	0.1	0.95		30.82		2339.0	0.0			0.001333		1.334e-07	0.002		1.359		3.06099	0.9975	0.006023	
Rupicapra rupicapra	d25ccfd780ea763f039935faa9b1f3c7		6.5	0.8	0.1	1.359e-23	0.1	0.95		23.331		7841.93	0.0					2200000.0	0.002	6208000.0	36430000.0		782.403	0.86868	0.32236	0.0039
Sagitta hispida	5fa5c1982af0297dfe25875928c2570c		6.5	0.0327	0.0001	3.872e-08	0.1	0.95		554.0		1833.0	0.0			0.01259		0.002028	0.002		0.6569		54.9233	0.674	0.01442	
Saimiri sciureus	8d7ee32920698d3911260b9a6a3ee269		6.5	0.8	0.05	1.024e-22	0.1	0.95		25.59		7850.0	0.0					1285000.0	0.002	6452000.0	16820000.0		851.713	0.2187	0.08781	136.1
Salmo trutta	987db2e9be228e2e5283ea467954a183		6.5	0.8	8.0	6.235e-21	0.1	0.95		115.3		5229.0	0.0			22.15		5.601	0.002		54470.0		1320.27	0.965	0.1648	
Salvelinus alpinus	2b256e111056ab998c15402950cf0b1b		6.5	0.8	0.0001	1.822e-05	0.1	0.95		31.51		5221.0	0.0			72.0		6.048	0.002		40020.0		274.978	0.9597	0.05238	
Sarcophilus harrisii	5ce2db014e2fa02fef465ca6c68f66b3		6.5	0.8	0.1	1.02872e-10	0.1	0.95		21.0741		7840.47	0.0					0.001131	0.002	10.5988	107.671		281.608	0.999983	0.0233887	19.4941
Sardina pilchardus	fdd44e1b858d639f2ca3d6ce0d65d5fe		6.5	0.8	0.0001	3.712e-08	0.1	0.95		155.9		5227.0	0.0			10.6		0.5582	0.002		104700.0		505.941	0.3294	0.02782	
Sardinella aurita	d2c389031e93f7f85d58cd1444bff358		6.5	0.8	0.0001	5.553e-08	0.1	0.95		93.78		5210.0	0.0			0.01573		0.01307	0.002		3859.0		328.043	0.9514	0.02895	
Sayornis phoebe	d1f30f67f1cc6fa1199a767e44d43add		6.5	0.8	0.01	1.8e-20	0.1	0.95		1125.26		7373.57	0.0					1477.0	0.002		946500.0		2662.72	0.79178	0.16807	
Scapholeberis mucronata	986bcd982c77ba4c25548ad2906f3f49		6.5	0.8	0.0001	1.174e-05	0.1	0.95		1400.0		4414.0	0.0					0.0005973	0.002		0.004884		67.3392	0.905	0.0365	
Sceloporus undulatus	9152ab6db407dca4866fc5bb234b62a6		6.5	0.8	0.0001	4.022e-09	0.1	0.95		100.0		7725.0	0.0					1424.0	0.002		36490.0		325.424	0.59	0.027	
Schmidtea polychroa	032a02867df5f7a953bd3c02edd02523		6.5	0.8	0.0001	1.006e-07	0.1	0.475		60.94		1826.0	0.0			0.001521		3.183e-05	0.002		0.02301		10.9963	0.99975	0.01004	
Sciaena umbra	83fba9cbf5b0011df44d58004569ac19		6.5	0.8	0.0001	8.181e-10	0.1	0.95		9.003		5238.0	0.0			4.996		0.1761	0.002		135600.0		56.0306	0.9215	0.06711	
Scomber scombrus	f656631fc42068100e2330c40c8fda18		6.5	0.8	0.0001	8.44e-09	0.1	0.95		33.69		5219.0	0.0			14.95		0.05257	0.002		135100.0		77.5889	0.8567	0.03233	
Scorpaenichthys marmoratus	397958a0d9074889461f137e4f7e7afc		6.5	0.8	0.0001	1.482e-08	0.1	0.95		30.61		5212.0	0.0			2.573		0.6021	0.002		74520.0		322.045	0.933	0.104	
Scyliorhinus canicula	384ae8eb01a30b7118797dd65f7e4915		6.5	0.8	0.0001	4.745e-08	0.1	0.95		58.37		5149.0	0.0					213.9	0.002		24730.0		419.866	0.88	0.02159	
Semicossyphus pulcher	69686c930aaba39a3bdb90083af535ad		6.5	0.8	0.0001	1.916e-13	0.1	0.95		28.32		5220.0	0.0			2655000.0		0.0584	0.002		3974000.0		4.08227	0.5246	0.09833	
Sepia officinalis	22353d7f2941918fea5661dde05d0321		6.5	0.89	1.0	1.141e-06	0.08	0.95		42.16		5523.0	0.0			65.26		2.188	0.002		8527.0		316.603	0.995	0.1025	
Sepietta obscura	ff971eddd33e29318b793c02a46fe304		6.5	0.8	1.0	0.000436103	0.1	0.95		16.6352		5498.26	0.0			69.2256		1.7513	0.002		856.388		136.475	0.798299	0.0127436	
Sepiola atlantica	44669098315cfbb641688d3fc48a8506		6.5	0.8	1.0	6.87944e-05	0.1	0.95		17.9916		5488.52	0.0			252.866		4.19639	0.002		2015.72		75.9581	0.72358	0.0136577	
Septifer virgatus	755768b01e8324c1c8e620dd1153a5ed		6.5	0.8	0.0001	3.685e-10	0.1	0.95		6.137		2357.0	0.0			0.002465		0.0003208	0.002		37.01		6.11001	0.8641	0.02986	
Seriola dumerili	135ef6203c41b18dfdf3c87a6fb36a27		6.5	0.8	0.0001	1.423e-09	0.1	0.95		15.13		5236.0	0.0			11.74		0.1008	0.002		5876000.0		119.465	0.9282	0.03501	
Setonix brachyurus	5566abe065e293ca9524aa2d42679bbb		6.5	0.371	0.1	1.47509e-12	0.3474	0.95		34.1763		7830.47	0.0					156.57	0.002	408310.0	750296.0		486.285	0.876689	0.037614	21.32
Silurus glanis	6c2ea465078c17cbe89597943b9e7ea0		6.5	0.8	0.0001	1.339e-10	0.1	0.95		17.23		5200.0	0.0					0.1609	0.002		933900.0		539.353	0.8587	0.02316	
Simocephalus serrulatus	c80b9c7571c8f66720bdd1978b6df130		6.5	0.8	0.0001	8.658e-05	0.1	0.95		1800.0		4425.0	0.0					0.001233	0.002		0.04053		114.853	0.935	0.04701	
Smeringurus mesaensis	5ac22e6a79875de9dd358275269bf959		6.5	0.8	0.0001	1.098e-09	0.1	0.95		29.45		4413.0	0.0			192.4		3.828	0.002		727.3		13.2706	0.9436	0.0411	
Solea solea	deff55d108d1dce0aa4a4f4b9838e198		6.5	0.8	0.0001	9.31801e-09	0.1	0.95		22.5027		5222.36	0.0			3.91552		0.0581311	0.002		151495.0		81.6965	0.735299	0.0112384	
Somateria mollissima	1a7ecf3b98b9e53884453d725c57db67		6.5	0.8	0.1	1.328e-84	0.1	0.95		605.067		7319.09	0.0					17620.0	0.002		6682000.0		4212.46	0.91678	0.10454	
Somniosus microcephalus	31935504b8da5b895f90bcf5c73f221c		6.5	0.8	0.0001	2.235e-09	0.1	0.95		15.3		5231.0	0.0					171400.0	0.002		5688000.0		684.857	0.798	0.004937	
Sorex araneus	246f61356ae2711049eb21ec5abafa02		6.5	0.8	0.01	7.79954e-13	0.1	0.95		249.476		7831.13	0.0					500.422	0.002	55229.5	116077.0		531.711	0.767492	0.0415099	19.4192
Sparus aurata	0ef59679adc50c75a369c2b291f7e32f		6.5	0.8	0.0001	1.885e-09	0.1	0.95		19.17		5229.0	0.0			290.8		0.04368	0.002		145400.0		25.1729	0.9542	0.04372	
Sphenodon punctatus	25b1757fa601bfa9d01e3e9460c93b06		6.5	0.8	0.0001	1.487e-09	0.1	0.95		18.02		7845.0	0.0					2211.0	0.002		20420.0		93.4614	0.7934	0.00753	
Sphyrna lewini	350243ccc762d3c4ac03d1b35bd6ff9d		6.5	0.8	0.0001	1.493e-09	0.1	0.95		28.49		5181.0	0.0					3692000.0	0.002		274300000.0		2444.58	0.3635	0.1769	
Sprattus sprattus	8b704c8dd27132590681045b7a305644		6.5	0.8	0.0001	2.57353e-08	0.1	0.95		19.0422		5228.53	0.0			2.18179		0.0176406	0.002		6740.38		16.7108	0.690101	0.0229722	
Squalus acanthias	e27b689ea5bd2d30bc3f0e7699a5ceb2		6.5	0.8	0.0001	1.168e-09	0.1	0.95		28.0		5223.0	0.0					101400.0	0.002		1924000.0		637.144	0.6526	0.05303	
Squatina californica	68e9753aed082e09ac4d4b4c348e920b		6.5	0.8	0.0001	7.541e-09	0.1	0.95		24.23		5224.0	0.0					6366.0	0.002		1751000.0		527.166	0.9381	0.05442	
Stagnicola palustris	aa6c1e75fc6f19f056a2c6ca08a23218		6.5	0.8	0.0001	3.907e-07	0.1	0.475		1031.0		3914.0	0.0			6.194		0.01628	0.002		115.5		85.5849	0.8959	0.01722	
Stercorarius longicaudus	7463b0f804c2d9ab6acd1e21194c690a		6.5	0.8	0.01	1.487e-46	0.1	0.95		600.505		7305.82	0.0					3886.0	0.002		1281000.0		3620.45	0.97837	1.7812	
Stercorarius maccormicki	15e1f2d9818ba3046dff1e228d1587b6		6.5	0.8	0.01	8.452e-45	0.1	0.95		332.281		7372.09	0.0					5515.0	0.002		2246000.0		3392.41	0.98589	1.6932	
Stercorarius skua	0a044c4812738721275215f803d29c25		6.5	0.8	0.01	6.886e-47	0.1	0.95		373.365		7318.65	0.0					6798.0	0.002		2494000.0		3818.65	0.98603	1.934	
Sterechinus neumayeri	d8fb71b73e11d1cdecfac8419e98fb50		6.5	0.8	0.0001	9.322e-08	0.1	0.95		17.39		2392.0	0.0			0.1051		0.003725	0.002		3.648		31.6786	0.628	0.06273	
Sterna paradisaea	b20a894252b52f4c191ef168d1a7aaad		6.5	0.8	0.01	6.12e-65	0.1	0.95		1676.4		7327.02	0.0					676.5	0.002		269100.0		5595.97	0.98967	0.44987	
Struthio camelus	26bf9d7919fc7dfe27d77f02f459b60f		6.5	0.8	0.05	1.763e-26	0.1	0.95		37.2805		7308.53	0.0					290000.0	0.002		99180000.0		1657.12	0.92241	0.28713	
