Name	CoL ID	E_Rj (log10 J/cm^3)	F_m (log10 l/d.cm^2)	kap_X (log10 -)	s_G (log10 -)	h_a (log10 1/d^2)	kap_P (log10 -)	kap_R (log10 -)	kap_V (log10 -)	p_M (log10 J/d.cm^3)	k_E (log10 1/d)	E_G (log10 J/cm^3)	p_T (log10 J/d.cm^2)	s_j (log10 -)	t_sj (log10 d)	E_Hj (log10 J)	E_He (log10 J)	E_Hb (log10 J)	k_J (log10 1/d)	E_Hx (log10 J)	E_Hp (log10 J)	E_Hs (log10 J)	p_Am (log10 J/d.cm^2)	kap (log10 -)	v (log10 cm/d)	t_0 (log10 d)
Lepomis cyanellus	cc83144368365e74204374b9f7db5de9		0.812913356643	-0.0969100130081	-4.0	-8.61732930477	-1.0	-0.0222763947112		1.23552844691		3.71797656442				-1.91893727351		-1.91893727351	-2.69897000434		2.36108914254		2.17070751868	-0.0038798947042	-1.20720502422	
Leptodora kindtii	d8f23f51d85cb363bede2f3632517e87		0.812913356643	-0.0969100130081	-4.0	-5.08431741136	-1.0	-0.0222763947112		1.63806274013		2.90960951049						-3.49104225746	-2.69897000434		-2.77164841233		1.18366835736	-0.00646854379265	-0.983831935157	
Leptosomus discolor	fb7bb155923268f8cec398b5e34a27b5		0.812913356643	-0.0969100130081	-2.0	-20.2467234298	-1.0	-0.0222763947112		1.41012403575		3.86392569442						2.17695898059	-2.7083426039		3.26646689544		2.19313851783	-0.00323010448294	-0.658150175915	
Lepus europaeus	2c10e1e11456722cf2f9741fec368a71		0.812913356643	-0.0969100130081	-1.0	-15.1970621629	-1.0	-0.0222763947112		2.50712288733		3.8825871447						4.50861185683	-2.69897000434	5.32418570594	6.76360017965		3.49735681689	-0.0338113190439	-0.9958506581	1.39205118564
Leucoraja erinacea	2b6c3cc7234a53cc6229a9883c9075af		0.812913356643	-0.0969100130081	-4.0	-6.64569943765	-1.0	-0.0222763947112		1.46597736829		3.71783686749						3.76871208038	-2.69897000434		6.08707120591		2.54284409251	-0.215810794619	-1.27237742203	
Limnodromus griseus	e45c6cab6f6609688ad3f1f3fcd1ff3f		0.812913356643	-0.0969100130081	-2.0	-37.258297016	-1.0	-0.0222763947112		2.28559106115		3.86350843674						2.82366981327	-2.69897000434		4.00432137378		2.94703306468	-0.00360216994805	-0.0879268091926	
Limosa haemastica	33c1fb3078fbaabe8a5b2112bece7d67		0.812913356643	-0.0969100130081	-2.0	-39.7918274733	-1.0	-0.0222763947112		2.33844454038		3.86426419873						3.65388755807	-2.69897000434		5.93611143167		3.14533938577	-0.0163556740193	-0.338168391368	
Lissotriton vulgaris	8eb8ecd651629c0276ce18bb308d38e8		0.812913356643	-0.0969100130081	-4.0	-8.24146657776	-1.0	-0.0222763947112		1.92319219042		3.86391737696						-0.82246350007	-2.69897000434		2.27067883614		2.02000889706	-0.0275194501235	-1.65169513695	
Locusta migratoria	9e147038cfb1f0aa33bcd94248a2d984		0.812913356643	-0.0969100130081	-4.0	-2.40162976978	-1.0	-0.0222763947112		1.25531834488		3.64793819898						1.01887933792	-2.69897000434		2.84560338875		2.91950485166	-0.098582548891	-1.60923793899	
Lophius piscatorius	8fd2675f789a62f4c680eef9c95d494f		0.812913356643	-0.0969100130081	-4.0	-7.48624984992	-1.0	-0.0222763947112		1.3113299523		3.71816940539				2.20466251175		0.744605875414	-2.69897000434		6.51161602057		2.44895662394	-0.199557878664	-1.37232696823	
Lophophanes cristatus	cd1512991114f0bcfd9c50282ed817d7		0.812913356643	-0.0969100130081	-2.0	-21.8452717926	-1.0	-0.0222763947112		3.06527339738		3.8643656986						2.32654066852	-2.69897000434		4.93951925262		3.29300878666	-0.0180863022589	-0.940815382369	
Loris tardigradus	ef762a80ccc68823da1b199ae0301698		0.812913356643	-0.0969100130081	-1.30102999566	-25.7805176419	-1.0	-0.0222763947112		1.84868473062		3.89435649894						3.74194537181	-2.69897000434	5.19242247848	5.58071632743		2.62277751452	-0.032883724815	-0.78616626597	2.19393952741
Loxodonta africana	7b498777d8b86d615d26fb2555362a5d		0.812913356643	-2.0	-1.0	-12.0002024284	-0.0457574905607	-0.0222763947112		1.19573918277		3.89457744701						7.36721423963	-2.69897000434	8.07314257446	8.72823037615		3.1465931021	-0.0746203453746	-1.53859302386	1.7382000547
Lymnaea stagnalis	ea77dedfde3d3bd9b1d45805c6cde119		0.812913356643	-0.0969100130081	-4.0	-4.8904214531	-1.0	-0.323306390375		1.76767522403		3.59106460703				1.69983772587		-0.545155139991	-2.69897000434		2.69600671522		1.40148497872	-0.162664131985	-1.85573722624	
Macaca mulatta	8302d6488dd331326b175296ccfbab12		0.812913356643	-0.0969100130081	-1.30102999566	-14.8168896642	-1.0	-0.0222763947112		0.944365199347		3.89731912781						5.80735640295	-2.69897000434	6.17503318797	6.67028946593		2.29042418804	-0.0984664873235	-1.15411597821	1.99764190506
Macoma balthica	7752e8e469ee3f69471f23a73bb94786		0.812913356643	-0.0969100130081	-4.0	-8.14843591774	-1.0	-0.0222763947112		2.13513265138		3.37106786227				-2.27926202298		-5.42377386255	-2.69897000434		-0.113791375833		1.0785800561	-0.00213327376086	-1.86201326728	
Macrobiotus hufelandii	cdf5e8f2aaf144fd5170f295c272c445		0.812913356643	-0.0969100130081	-4.0	-6.74836177955	-1.0	-0.0222763947112		1.45924166488		3.26054837264				-3.97021052917		-4.11176432673	-2.69897000434		-3.69122222634		0.00501311379549	-0.048565334468	-2.98632030271	
Macropus agilis	836cb084ad966ce1b076f68c8ee96cde		0.812913356643	-0.430626090385	-1.0	-11.3309035775	-0.459170185889	-0.0222763947112		1.43900250454		3.89425069201						2.40510378432	-2.70057333546	6.09799266145	6.27794826706		2.73477263534	-0.0656470112664	-1.47714383862	1.28479155595
Macropus antilopinus	a3ad146035807271d4c927c78c191a41		0.812913356643	-0.0969100130081	-1.0	-10.6531289201	-1.0	-0.0222763947112		1.49245725463		3.89368965099						2.6735986599	-2.72213647132	6.92041554155	7.16832361308		2.8556469418	-0.0931183929648	-1.26047512202	1.46538285145
Macropus eugenii	3122737d84947ba114ffb6f396b21872		0.812913356643	-0.430626090385	-1.0	-19.3525583454	-0.459170185889	-0.0222763947112		1.68259719342		3.8970357185						2.33703973992	-2.63534208569	6.27367939987	6.53922669504		2.85532770894	-0.0514305598973	-0.887689989943	1.40555124828
Macropus fuliginosus	c71786cbfbff0f76624c73efcca4cdf1		0.812913356643	-0.430626090385	-1.0	-12.5053612705	-0.459170185889	-0.0222763947112		1.4484867989		3.89394309622						2.69249617077	-2.69506807772	6.71537901436	7.19489158406		2.88588172208	-0.0969610456079	-1.33592617485	1.4814426285
Macropus giganteus	9e81e89d48f74c749a1895f37ed33f1b		0.812913356643	-0.430626090385	-1.0	-14.2616127036	-0.459170185889	-0.0222763947112		1.38839430473		3.89472357646						2.94318624541	-2.69897000434	6.90985864629	7.37685605667		2.87377326463	-0.119415043935	-1.17169464275	1.48041803383
Macropus parma	562a352c8d1a274b7d6167186f2afc49		0.812913356643	-0.430626090385	-1.0	-11.0675916888	-0.459170185889	-0.0222763947112		1.85328927156		3.89301288783						2.18014595437	-2.69897000434	6.18748405807	6.4056536561		2.89883703092	-0.0626571649384	-1.45608708853	1.35918260188
Macropus rufogriseus	6adcb8c69536b16f12dbd411354abec2		0.812913356643	-0.430626090385	-1.0	-10.7304870558	-0.459170185889	-0.0222763947112		1.44591541395		3.90036712866						2.60086403631	-2.69897000434	6.69010743946	6.85883785143		2.78088447738	-0.0924274212014	-1.26752582272	1.31386722037
Macropus rufus	3029b1dda9dc6bbc86de28d511e30b9c		0.812913356643	-0.430626090385	-1.0	-16.1952473978	-0.459170185889	-0.0222763947112		1.35063560826		3.85509495116						2.77202816532	-2.69897000434	6.60508946188	7.13893394026		2.84193481098	-0.0795114353417	-1.01363140643	1.45484486001
Macroscelides proboscideus	a7c9d1f954a2b7ad2ab9a93e86028ced		0.812913356643	-0.0969100130081	-2.0	-19.8734757291	-1.0	-0.0222763947112		2.44748672989		3.89377618284						3.58325319911	-2.69897000434	4.4616110626	4.85696741502		2.993074094	-0.0298382265985	-0.124127075335	1.76837611381
Magellania fragilis	397256b281a713c08dd827ce925a4418		0.812913356643	-0.0969100130081	-4.0	-9.11459580504	-1.0	-0.0222763947112		0.268163603344		3.26278083846						-2.95992007663	-2.69897000434		1.69682712894		0.557988148225	-0.0904498540983	-1.9810998716	
Maiasaura peeblesorum	a8a49429384c6e0baa7d523cfa760e16		0.812913356643	-0.0969100130081	-0.301029995664	-16.3581294545	-1.0	-0.0222763947112		1.3384564936		3.89353984356						3.57553421832	-2.69897000434		7.44731310882		3.36759071207	-0.00178426762904	-0.713319030645	
Makaira nigricans	930ec996aa327e096938cdd7627300d6		0.812913356643	-0.0969100130081	-4.0	-9.57267621364	-1.0	-0.0222763947112		1.21457895357		3.71866773532				0.333850145103		-2.25150187339	-2.69897000434		5.91619065998		2.15249320965	-0.00397017158892	-1.9237237446	
Mallotus villosus	6de343f6ed58029def4a6735f32b7771		0.812913356643	-0.0969100130081	-4.0	-6.15895353459	-1.0	-0.0222763947112		1.30685374869		3.7182525001						-1.53476590501	-2.69897000434		3.23854788768		1.94833862072	-0.0551226940363	-1.39351114956	
Mamenchisaurus spec	09080b2ff70ef25106845e16faaaeba6		0.812913356643	-0.0969100130081	-0.301029995664	-14.6645420993	-1.0	-0.0222763947112		1.25623653321		3.89459294792						5.70833590268	-2.69897000434		8.98730867373		3.3769545196	-0.0459022795208	-1.6981022828	
Manduca sexta	ed22ff1ba0332e482333ac955e210c42		0.812913356643	-0.698970004336	0.0	2.16494737262	-0.301029995664	-0.0222763947112	-27.6653452331	1.51174971134		3.64483232883		-0.000434511774018			3.87482957788	-1.83150251648	-2.69897000434				3.68310199734	-0.17619984625	-2.0970186002	
Manis crassicaudata	c6f6a1d7ab301db524adf1c7d6330fe3		0.812913356643	-0.0969100130081	-1.0	-11.9674457032	-1.0	-0.0222763947112		1.33796614146		3.89433268078						4.77886652311	-2.69897000434	5.21572214086	6.16308978207		2.6351740005	-0.0162411447642	-1.12344675027	
Manta birostris	a8df6db60161ecbce7691570e5ce3b33		0.812913356643	-0.0969100130081	-4.0	-9.31149119234	-1.0	-0.0222763947112		1.18212921405		3.7190825739						5.62787769458	-2.69897000434		7.37235958252		3.08971793609	-0.0111735929547	-0.945004138471	
Marmota flaviventris	5032fb08abb378e862f86ede07e0bd88		0.812913356643	-0.0969100130081	-1.0	-21.532687937	-1.0	-0.0132282657338		2.80368581116		3.89434874433						4.2509076997	-2.69897000434	5.81544491624	7.54641926684		3.76448175021	-0.152408834385	-1.19105344355	1.18757993877
Mastacembelus erythrotaenia	9f4397e88523d3980ca643eb8822e6fc		0.812913356643	-0.0969100130081	-4.0	-8.23062267392	-1.0	-0.0222763947112		1.33122478102		3.71816940539						-2.99310629205	-2.69897000434		2.48911436938		2.42165656544	-0.000173752545588	-1.68006156002	
Megalops atlanticus	17dc53c92491078c7b4c95be788a6908		0.812913356643	-0.0969100130081	-4.0	-9.34601609263	-1.0	-0.0222763947112		1.24575935597	-1.30102999566	3.71899963788			1.35218251811			-3.6285626826	-2.69897000434		4.92711361193	0.112605001535	2.60856667993	-0.0096611452124	-2.17172688795	
Meganyctiphanes norvegica	5f895dc8e3d3fb0271a3c2069716b463		0.812913356643	-0.483993769614	-4.0	-5.64073383539	-0.301029995664	-0.0222763947112		2.18326984368		3.64345267649						-1.77520804351	-2.69897000434		1.59328606702		2.18875979295	-0.0632350023901	-1.16033344312	
Melanitta perspicillata	f9894443879efbdfd2b1b84dddc7b32a		0.812913356643	-0.0969100130081	-1.0	-84.1182730646	-1.0	-0.0222763947112		2.28519487071		3.86545873066						4.30146407314	-2.69897000434		6.72924580723		3.25914693244	-0.0388875307731	-0.261274920632	
Meles meles	423f1dbd6d3e388a3382399597913189		0.812913356643	-0.0969100130081	-1.0	-19.873219423	-1.0	-0.0132282657338		1.71692107317		3.89486965675						3.47683162851	-2.69897000434	5.03342375549	5.99488879536		3.0081187749	-0.00361968676659	-0.732593581247	1.55762748843
Melopsittacus undulatus	f683faf1a057f5da3a1c30c0bbaf51fd		0.812913356643	-0.0969100130081	-2.0	-45.876148359	-1.0	-0.0222763947112		2.60690778924		3.86447370165						1.79581052467	-2.69897000434		4.11660774399		3.14058974054	-0.00271411790555	-0.305868835476	
Mergus merganser	300aa73946e7a9245786477c91a74509		0.812913356643	-0.0969100130081	-2.0	-12.12720296	-1.0	-0.0222763947112		2.62076152997		3.86393995255						4.64355136856	-2.69897000434		7.33000770087		3.57946804707	-0.242110734945	-1.2042033752	
Mergus serrator	cbe66f861f86562456b2d7e1ef5de373		0.812913356643	-0.0969100130081	-2.0	-14.6495581435	-1.0	-0.0222763947112		2.682679264		3.86377655003						4.70191321121	-2.69897000434		7.38093446333		3.6350542666	-0.231620924992	-0.990081915334	
Merlangius merlangus	ab575c19c518950c34e2773154585474		0.812913356643	-0.0969100130081	-4.0	-8.06737405598	-1.0	-0.0222763947112		1.69722934276		3.71850168887				1.71550194529		-0.339608901598	-2.69897000434		5.01619735351		2.41671371556	-0.262966468666	-1.27728383251	
Mesitornis variegatus	a990bffed92b9b55d3f6cfb8572597e8		0.812913356643	-0.0969100130081	-1.0	-22.1245335841	-1.0	-0.0222763947112		1.43216405838		3.86350130064						2.58024050827	-2.69897000434		3.12807601267		2.07613778375	-0.00626405543474	-1.38388173125	
Mesocyclops leukarti	eb76a8aa998d1b3614cbeef939cbe8a5		0.812913356643	-0.0969100130081	-4.0	-4.38626385874	-1.0	-0.0222763947112		3.14612803568		3.64345267649						-5.15236565568	-2.69897000434		-3.20950372303		1.24562122787	-0.00467199092259	-2.15304467498	
Microcebus murinus	fed2451960a842ce940ad5d48d81d81c		0.812913356643	-0.0969100130081	-1.30102999566	-30.6422556748	-1.0	-0.0222763947112		1.64424158584		3.89486965675						4.63538320405	-2.69897000434	5.10822665637	5.99383286661		2.52229161674	-0.303556236861	-0.569441230477	1.75434833571
Microtus cabrerae	f79ac11999508ad757439910090b87b0		0.812913356643	-0.0969100130081	-1.0	-22.4046140192	-1.0	-0.0222763947112		2.67726741341		3.89463446549						2.69053097804	-2.69897000434	3.85575713471	4.34996097893		3.15063979388	-0.0134969846133	-0.837525209562	1.26799024725
Milnesium tardigradum	063fd91ca8ab9f5dd77628fc62aa3df3		0.812913356643	-0.0969100130081	-4.0	-7.46533942417	-1.0	-0.0222763947112		1.60346915973		3.25671774598				-4.10121998671		-4.2305488206	-2.69897000434		-3.44842802633		0.15431744073	-0.0312836225332	-2.24964591124	
Mirounga leonina	7a1805d7e2224550b70452e4ab73e14a		0.812913356643	-0.0969100130081	-1.0	-11.5810361693	-1.0	-0.0222763947112		0.985875357308		3.89092377149						7.88286591972	-2.69897000434	7.89729712206	8.4189638307		2.91414897721	-0.216382234809	-1.20544224875	-1.0
Mnemiopsis leidyi	1c0c292c0300677f3bce686e31495b3e		1.2552725051	-0.0969100130081	-4.0	-6.01637371288	-1.0	-0.323306390375		2.03822263837		1.89520147478				0.733919151012		-3.77340009479	-2.69897000434		1.56855371205	-0.0634862575211	2.17209186763	-0.407712184048	-1.50127602925	
Mola mola	ad52cc37a5ce66e98b9ba0195b9d8cb7		0.812913356643	-0.0969100130081	-4.0	-10.2136745656	-1.0	-0.0222763947112		1.31026836663		3.71816940539						0.10551018477	-2.69897000434		8.63748972951		3.43399851813	-0.101713721411	-0.224826614575	
Moniliformis dubius	2db31682f5ec69386b23ea4212b709b1		0.812913356643	-0.0969100130081	-4.0	-6.29268536641	-1.0	-0.0222763947112		1.77844068357		3.25935492731						0.248953615496	-2.69897000434		1.86480762903		1.86266080031	-0.0528114344739	-1.49106647395	
Monodon monoceros	ac12a283ac3c3ecb7c86d02da8dfaacc		0.812913356643	-0.0969100130081	-1.0	-14.8934691462	-1.0	-0.0222763947112		1.24378439352		3.89544961953						7.7394141027	-2.69897000434	8.21932250842	8.66903780089		3.13202262047	-0.166476789979	-1.40306219934	-8.40541962749
Motacilla flava	eca91fcd14896fe760fc1c8eef9774bf		0.812913356643	-0.0969100130081	-2.0	-21.4753442876	-1.0	-0.0222763947112		3.45420132285		3.86469259245						1.47610671684	-2.69897000434		4.60162547955		3.65705202646	-0.00378175084043	-0.707810407377	
Mus musculus	5f6ab51900f4bd06a67e6edf454d72dc		0.812913356643	-0.0969100130081	-1.0	-10.3979400087	-1.0	-0.0222763947112		1.45606222445		3.89359533382						3.4972061807	-2.69897000434	3.79448804666	4.03798394945		2.11663430553	-0.12262865413	-1.03857890593	1.01283722471
Mya arenaria	b8018df2338b52a3f82bb35f20327198		0.812913356643	-0.0969100130081	-4.0	-9.1600100258	-1.0	-0.0222763947112		0.922432197255		3.37394865495				1.21498417664		-2.54696312503	-2.69897000434		2.25880723242		0.507264721154	-0.0917531041067	-1.18091692426	
Myoxocephalus scorpius	ea0a01317e2536d0439b2698488001d6		0.812913356643	-0.0969100130081	-4.0	-7.53209605348	-1.0	-0.0222763947112		0.827563111255		3.71733758272				2.72745992086		0.900203213017	-2.64589156085		5.00043407748		2.31530895919	-0.507379277957	-1.83953146888	
Myrmecophaga tridactyla	99e9905aadb48ff76d1717ea7020ecb7		0.812913356643	-0.0969100130081	-1.0	-15.3939057511	-1.0	-0.0222763947112		1.1555333992		3.89527222983						6.31202918003	-2.69897000434	6.44987933862	7.35526182209		2.67291577854	-0.0974738759836	-0.914852187873	2.02410374758
Mysis mixta	75d47759bf7d4d79eaa4107c2c0423c0		0.812913356643	-0.0969100130081	-4.0	-4.66434154771	-1.0	-0.0222763947112		2.60205999133		3.64345267649				1.20085049809		0.531989551413	-2.69897000434		1.67586995532		2.05768892088	-0.188223978397	-1.85108900689	
Mytilaster minimus	bf5b0501c3db505732b751a445a2396d		0.812913356643	-0.154901959986	-4.0	-9.99524884441	-1.0	-0.0222763947112		1.28510702957		3.37069809258				-0.43132902199		-3.89245087026	-2.69897000434		0.380392160057		0.1046919189	-0.0615803542068	-1.33951398422	
Mytilus californianus	073e0f457f10e18f5ea034cfe0c48c20		0.812913356643	-0.154901959986	-4.0	-8.68562288847	-1.0	-0.0222763947112		0.699782243587		3.37069809258				-5.08693250398		-6.20050299485	-2.69897000434		0.767950232128		0.970402670652	-0.00384352631098	-1.7893925818	
Mytilus edulis	fd90faaa60b00c787b864db5935122a0		2.0236639182	-0.0229626647753	-4.0	-8.32808698756	-1.30715308072	-0.0222763947112		0.309417225778		3.37069809258				-6.36201021922		-6.36784651649	-2.69897000434		-0.138883955839		0.993960594457	-0.00230788205827	-1.30068269898	
Mytilus galloprovincialis	04790e322405f377d0e822187e2d7404		0.812913356643	-0.154901959986	-4.0	-8.53127024525	-1.0	-0.0222763947112		0.953398192855		3.37069809258				-4.790616366		-6.20268466863	-2.69897000434		1.28519261859		0.902053501668	-0.00565424731837	-2.11059183835	
Mytilus trossulus	b22222da5f4fd8e0e68afc05d8705c9b		0.812913356643	-0.154901959986	-4.0	-6.69186262136	-1.0	-0.0222763947112		1.47465325336		3.37069809258				-2.87778412173		-3.71919407161	-2.69897000434		3.33284226699		1.67999265721	-0.0466753036108	-1.59791064943	
Myxine glutinosa	479e73c761b0b5e206c1fbcd072a884b		0.812913356643	-0.0969100130081	-4.0	-7.4756038779	-1.0	-0.0222763947112		1.9049318274		3.64522571154						2.86362022027	-2.69897000434		4.81537848497		2.68021672352	-0.119186407719	-1.01072820836	
Nasalis larvatus	627feeca55633fa8364d77479cf765a8		0.812913356643	-0.0969100130081	-1.30102999566	-15.1834080908	-1.0	-0.0222763947112		0.950267955		3.89557722899						5.79627799612	-2.69897000434	6.25181579477	6.88674727794		2.36610342312	-0.0793596908759	-0.828048414978	2.12996365627
Natrix natrix	27ec70b00734b68213ff0972f7360650		0.812913356643	-0.0969100130081	-4.0	-8.31578320486	-1.0	-0.0222763947112		1.40790054014		3.89398356721						3.84148460934	-2.69897000434		5.53428000521		2.46410486106	-0.226579276709	-1.57430278664	
Neoceratodus forsteri	f3f583180b1b6979f36e97c7c6a5a23c		0.812913356643	-0.0969100130081	-4.0	-9.67633546439	-1.0	-0.0222763947112		1.1152775914		3.75823040846						-1.74352279376	-2.69897000434		4.58860780474		2.44320194719	-0.00056495012367	-1.76195389687	
Notopterus notopterus	4fcb49f6bfd5870b3cfababf5e802016		0.812913356643	-0.0969100130081	-4.0	-8.91221858219	-1.0	-0.0222763947112		1.26693691116		3.71600334363						-0.577082019232	-2.69897000434		3.16256440652		2.22524723523	-0.00252624119702	-1.7166987713	
Numenius phaeopus	19bd674744e8fd0eda79a3b09a47568d		0.812913356643	-0.0969100130081	-2.0	-40.6546262694	-1.0	-0.0222763947112		2.26792229153		3.86515492571						4.01199311466	-2.69897000434		6.11693964655		3.11716187945	-0.022454720631	-0.128736551146	
Nycticebus coucang	3cbe6f36284dc50c72e4dd60e01eade9		0.812913356643	-0.0969100130081	-1.30102999566	-29.6847414735	-1.0	-0.0222763947112		1.52375426844		3.8923818102						4.20046471268	-2.69897000434	5.40086941177	5.76662473707		2.51866131179	-0.0223166259581	-0.635512793401	2.2454731847
Octolasion cyaneum	c39d48b8d317b85403b3500a610f0be7		0.812913356643	-0.0969100130081	-4.0	-8.51272018356	-1.0	-0.0222763947112		2.98190917009		3.6251065754						-0.134540677338	-2.69897000434		2.45878888171		2.87766039532	-0.00802120900542	-1.50863830617	
Octopus cyanea	8e622e1b7f9777d3f33c42f52836d21a		0.812913356643	-0.0969100130081	0.0	-4.39599006759	-1.0	-0.0222763947112		1.32510498297		3.73727217654				2.73503970503		-1.05928434309	-2.69897000434		5.01452053876		2.17647037738	-0.187287133235	-2.50473325561	
Octopus maya	01fe079c62706c970beb455711158713		0.812913356643	-0.0969100130081	0.0	-3.35066514129	-1.0	-0.0222763947112		1.27875360095		3.73862202792				2.54394394248		-0.596536298655	-3.0		4.48429983935		2.77532495027	-0.127727153776	-2.47534428764	
Octopus vulgaris	68dbab9ebc28639002befc34e2ffe516		0.812913356643	-0.0969100130081	0.0	-3.08265206237	-1.0	-0.0222763947112		1.27067883614		3.74115159885				1.10277661488		-4.92081875395	-2.69897000434		3.0813473078		1.73366582552	-0.0007389288869	-2.73992861201	
Odobenus rosmarus rosmarus	e0b6f3f450ac4d0393778f97dbccdb75		0.812913356643	-0.0969100130081	-1.0	-11.1153745367	-1.0	-0.0222763947112		1.28955773929		3.8947025457						7.2121876044	-2.69897000434	7.80167805904	8.1866738675		3.06777735863	-0.0826205434133	-1.51696929879	-10.0896851536
Odocoileus virginianus	49c19661f2a48ff49d60d571f9f827ca		0.812913356643	-0.301029995664	-0.52287874528	-22.2471045436	-0.49485002168	-0.0222763947112		1.73548232708		3.89675653089						6.2573065059	-2.69897000434	7.24444041452	7.61378581435		3.24654781774	-0.0460954065865	-0.924135645204	1.6890965447
Odontaster validus	9da6a4806559abb475558069f7086367		0.812913356643	-0.0969100130081	-4.0	-8.04561274986	-1.0	-0.0222763947112		1.10002573011		3.37069809258				-0.396098168268		-2.47703440451	-2.69897000434		3.06032002869		1.08819635396	-0.08884239126	-2.05261529832	
Oikopleura dioica	a0baaf22d884c493e15b87b9e7df0393		2.69548167649	-0.0969100130081	0.698970004336	-9.28709787495	-1.0	-0.0222763947112		3.11394335231		3.13798673272						-3.2223557223	-3.0		-3.22228326139		2.42569721336	-0.698970004336	-1.3767507096	
Oikopleura longicauda	96345fc075fb3f226692bc86808fced3		2.69548167649	-0.0969100130081	0.698970004336	-9.28709787495	-1.0	-0.0222763947112		3.11394335231		3.13798673272						-3.2223557223	-3.0		-3.22228326139		2.42569721336	-0.698970004336	-1.3767507096	
Oligoneuriella rhenana	98265cc9272cbad448432d8f8db5f757	4.10854811162	0.812913356643	-0.0969100130081	0.0	2.44559797678	-1.0	-0.0222763947112		1.25777933869		3.64345267649						-2.81601878109	-2.69897000434		-1.94730221137		1.23600288164	-0.273280939164	-3.01591575795	
Oncorhynchus mykiss	d11b35db644cc45d76ccd8ad31452045		0.812913356643	-0.0969100130081	1.0	-46.4955291375	-1.0	-0.0222763947112		2.12645611343		3.70113606609				2.62428209584		1.72386596444	-2.70092873997		6.23248786635		3.14610632041	-0.158953534591	-1.42136079003	
Oncorhynchus tshawytscha	566c1a149d7757a7b5ba252a5186fbbf		0.812913356643	-0.0969100130081	1.0	-20.079824478	-1.0	-0.0222763947112		1.31302311032		3.71949701661				4.8541237821		3.14270224574	-2.85511458171		6.67833624673		2.61395909725	-0.336110701377	-1.11053021603	
Onychogalea fraenata	38206e3877fe578667a6fa6a3996e930		0.812913356643	-0.430626090385	-1.0	-13.0715017319	-0.459170185889	-0.0222763947112		2.07114529045		3.89414984677						1.57263929704	-2.69897000434	5.93480134175	6.04532297879		3.11536084539	-0.0184985118518	-1.01632861714	1.30427505048
Opisthocomus hoazin	ad3bcef887f4c268792c37f0d373faff		0.812913356643	-0.0969100130081	-1.30102999566	-30.8696662315	-1.0	-0.0222763947112		2.5926518888		3.86561499194						2.33445375115	-2.70405923773		3.4268364538		3.31785866723	-0.00150526451931	-1.10085279278	
Opsanus tau	eabf208a108044b4e9b995e267e3cbed		0.812913356643	-0.0969100130081	-4.0	-6.7649768405	-1.0	-0.0222763947112		1.22968184232		3.71850168887						2.02325245963	-2.69897000434		5.7032053707		2.48874103114	-0.304430772964	-1.46092390121	
Orcinus orca	0d0c95b9ba62095a56695f520e3a09ce		0.812913356643	-0.0969100130081	-1.0	-13.2676062402	-1.0	-0.0222763947112		1.38154825619		3.89385715216						7.64048143697	-2.69897000434	8.15775888605	8.88530466759		3.28323562719	-0.119340723961	-1.42350891889	
Ornithorhynchus anatinus	3bc186304963c8d2e15564c630a7021e		0.812913356643	-0.0969100130081	-1.0	-20.8168526304	-1.0	-0.0222763947112		2.34660917174		3.89370518361						0.231217198128	-2.66140009337		4.99159462642		3.29854088327	-0.000604524168428	-0.916945522281	
Orycteropus afer	fa01640674c52e1bc9664c729beebce7		0.812913356643	-0.0969100130081	-1.0	-12.7766572443	-1.0	-0.0181813928293		1.52924037315		3.8938360794						5.39989859665	-2.69897000434	5.95768628604	6.88350642397		2.98402341955	-0.0179360110598	-1.15941030056	2.08557240348
Oryctolagus cuniculus	0488cb00ad3e3545c4c28f8feaf747e0		0.812913356643	-0.0969100130081	-1.0	-12.0527623921	-1.0	-0.0222763947112		2.15091294183		3.89449162841						4.85566510739	-2.69897000434	5.70888724002	7.61409746259		3.40596414551	-0.365895718171	-1.35205984725	0.912126362996
Osmerus mordax	a3b21f18440ced89a25d39ddfedd990a		0.812913356643	-0.0969100130081	-4.0	-5.84345084867	-1.0	-0.0222763947112		1.43964842956		3.71700440704						-2.00859669742	-2.69897000434		3.32345836685		2.15010835134	-0.0217738183255	-1.58169870868	
Osteoglossum bicirrhosum	72895daedd532e7e22d3cefc27328304		0.812913356643	-0.0969100130081	-4.0	-9.65227978297	-1.0	-0.0222763947112		1.32221929473		3.71600334363						1.01577875639	-2.69897000434		4.77771673861		2.51776050961	-0.0057708591823	-1.4298074389	
Ostrea edulis	3063d7e4904e854f23e2d5ac9861a140		1.07918124605	-0.0969100130081	-4.0	-6.93854752091	-1.0	-0.0222763947112		1.4605971889		3.37548071462				-2.43191566868		-3.33264045382	-2.69897000434		2.72065535655		1.42018356948	-0.189028600178	-2.29362364416	
Ovibos moschatus	e4475739e4b72bc21e5596c1e24de11e		0.812913356643	-0.0969100130081	-0.52287874528	-26.1872871332	-1.0	-0.0222763947112		1.22677513409		3.89466103465						7.06295783408	-2.69897000434	7.57112627708	8.25285303098		3.00140483951	-0.084399686276	-0.791128861753	1.32219240901
